id,platform,year,genre,publisher,na_sales,eu_sales,other_sales,jp_sales
4226,GBA,2004,Platform,Nintendo,0.1,0.04,0.01,1.20000000024725
5398,PSP,2011,Strategy,Acquire,0.0,0.0,0.0,1.07999999985298
3756,DC,1999,Adventure,Activision,0.0,0.0,0.0,1.10000000021524
4680,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.1,1.1300000003116
1773,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.02,1.18999999985311
4732,PSP,2009,Adventure,Spike,0.0,0.0,0.0,1.03999999984059
2765,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.30999999972089
3115,SAT,1998,Adventure,Imagineer,0.0,0.0,0.0,1.1599999998628
2266,PS,1998,Strategy,Virgin Interactive,0.03,0.02,0.02,1.2200000003109
4814,PS3,2013,Racing,Codemasters,0.01,0.45,0.15,1.02999999975121
4399,X360,2006,Action,Capcom,1.16,0.65,0.2,1.07999999985298
4980,SAT,1997,Fighting,Tecmo Koei,0.0,0.0,0.0,1.17999999943646
1091,X360,2008,Role-Playing,Atari,0.32,0.18,0.05,1.18999999985311
3870,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.59,1.03999999984059
2477,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.0,1.07999999985298
5283,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.88,2.12,1.8099999994973
5159,DS,2007,Puzzle,Nintendo,0.0,0.0,0.0,1.06999999949302
5950,N64,2000,Strategy,Nintendo,1.02,0.36,0.23,2.13000000059356
3271,X360,2010,Action,THQ,0.67,0.29,0.1,1.0100000001483
4294,PS2,2001,Fighting,THQ,1.19,1.15,0.41,1.03999999984059
55,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.0199999996979
2546,PS2,2009,Adventure,Revolution (Japan),0.0,0.0,0.0,1.0199999996979
1721,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.0,1.61999999960425
600,GC,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.10999999964009
2878,PS4,2015,Shooter,Electronic Arts,2.93,3.29,1.23,1.2200000003109
1162,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.02,1.10000000021524
3058,PS3,2009,Strategy,Aqua Plus,0.0,0.0,0.0,1.03999999984059
669,XB,2002,Racing,Sega,0.14,0.04,0.01,1.0199999996979
5676,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.0,1.0199999996979
1011,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.0,1.0499999998221
3599,NES,1983,Platform,Nintendo,0.23,0.05,0.01,1.84000000069755
5803,PSP,2010,Adventure,5pb,0.0,0.0,0.0,1.0199999996979
5071,PSP,2011,Sports,Sega,0.0,0.0,0.0,1.21000000047353
1338,PS2,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.0199999996979
3217,DS,2010,Role-Playing,Atlus,0.24,0.0,0.02,1.08999999973725
4920,DS,2006,Fighting,Nintendo,0.0,0.0,0.0,1.739999999606
783,DS,2009,Misc,Nintendo,0.18,0.19,0.04,1.20000000024725
3581,PS2,2000,Sports,Electronic Arts,0.17,0.13,0.04,1.17999999943646
1283,SNES,1993,Role-Playing,Epoch,0.0,0.0,0.0,1.0499999998221
1182,PSV,2012,Action,Electronic Arts,0.0,0.3,0.12,1.0499999998221
2601,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.02,1.1399999995367
5682,X360,2010,Shooter,THQ,0.22,0.24,0.05,1.02999999975121
4616,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.08,1.21000000047353
5522,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.05,1.0199999996979
5938,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.15,1.0199999996979
1549,SAT,1995,Sports,Sega,0.0,0.0,0.0,1.14999999956857
1551,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.57,1.80000000017619
3645,DS,2007,Adventure,Capcom,0.32,0.06,0.04,1.64000000026878
1864,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.02,1.02999999975121
2482,DS,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.07999999985298
2267,PS2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.03999999984059
4021,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.10999999964009
5431,3DS,2014,Role-Playing,Nintendo,0.67,0.49,0.11,3.6200000005876
891,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.02,1.24999999960724
5625,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.0,1.05999999986859
3925,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.39,1.02999999975121
1229,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,1.05,1.24999999960724
4949,SNES,1996,Puzzle,Compile,0.0,0.0,0.0,1.0199999996979
4767,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.34,1.05999999986859
3112,DS,2010,Simulation,Natsume,0.27,0.06,0.03,1.2200000003109
3656,PSV,2012,Misc,Sega,0.0,0.0,0.0,1.22999999952728
4677,PSV,2013,Sports,Sega,0.0,0.0,0.0,1.06999999949302
2643,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.11999999965616
5942,DS,2008,Role-Playing,Sega,0.51,0.29,0.09,1.0100000001483
3783,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.0,1.0499999998221
3379,SAT,1995,Misc,Jaleco,0.0,0.0,0.0,1.10000000021524
5380,PS2,2006,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.0199999996979
1555,SAT,1997,Strategy,Elf,0.0,0.0,0.0,1.28000000008765
4526,PS2,2010,Action,Russel,0.0,0.0,0.0,1.0199999996979
525,PS,1997,Role-Playing,Square,0.0,0.0,0.04,1.5899999996309
2095,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.04,1.0100000001483
6008,DS,2008,Action,Takara Tomy,0.0,0.0,0.0,1.0199999996979
2819,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.0,1.07999999985298
539,DS,2005,Puzzle,Nintendo,3.44,5.36,1.18,6.3199999989966
1267,PS2,2003,Action,Tecmo Koei,0.63,0.21,0.13,2.13000000059356
5792,PS2,2007,Misc,Jaleco,0.0,0.0,0.0,1.0100000001483
4351,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.21000000047353
2438,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.0,1.1300000003116
3995,X360,2006,Racing,Atari,0.23,0.04,0.03,1.0199999996979
2951,3DS,2011,Role-Playing,Nintendo,0.46,0.29,0.07,2.95999999900553
3401,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.32,1.87000000024965
203,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.06,1.26999999940247
1809,PS3,2008,Strategy,Aqua Plus,0.0,0.0,0.0,1.07999999985298
2416,GC,2003,Fighting,Namco Bandai Games,0.0,0.0,0.01,1.20000000024725
3071,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.01,1.0199999996979
1667,XB,2002,Action,Capcom,0.14,0.04,0.01,1.0499999998221
3568,PSP,2014,Misc,Marvelous Interactive,0.0,0.0,0.0,1.0100000001483
4926,PSP,2012,Role-Playing,Alchemist,0.0,0.0,0.0,1.0199999996979
3612,DS,2010,Sports,Arc System Works,0.04,0.0,0.0,1.0100000001483
745,PS3,2014,Action,Activision,0.04,0.05,0.02,1.0100000001483
4979,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.02,1.11999999965616
5822,N64,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.05,1.0499999998221
5440,PS4,2015,Action,Namco Bandai Games,0.08,0.22,0.05,1.10000000021524
3576,Wii,2008,Action,Activision,0.3,0.29,0.07,1.0100000001483
3628,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.0,1.11999999965616
616,3DS,2013,Platform,Nintendo,0.51,0.75,0.12,1.06999999949302
2412,3DS,2014,Sports,Namco Bandai Games,0.0,0.0,0.0,1.10000000021524
1207,DS,2010,Action,Namco Bandai Games,0.05,0.02,0.01,1.07999999985298
5922,PS3,2012,Action,Electronic Arts,1.06,5.05,2.01,1.1300000003116
1932,PSP,2010,Adventure,Aqua Plus,0.0,0.0,0.0,1.0100000001483
4190,PS3,2011,Role-Playing,Compile Heart,0.0,0.0,0.0,1.08999999973725
354,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.7,1.30999999972089
4807,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,1.07999999985298
5195,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.25,1.0499999998221
1295,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.01,1.02999999975121
3124,PS,1998,Fighting,Capcom,0.12,0.08,0.03,1.28000000008765
2996,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.02,1.06999999949302
4087,PS,1998,Fighting,SquareSoft,0.25,0.17,0.04,1.2200000003109
6033,PS4,2016,Action,Square Enix,0.0,0.0,0.0,1.28000000008765
2023,PS3,2012,Simulation,D3Publisher,0.0,0.0,0.0,1.0199999996979
385,X360,2010,Shooter,Sega,0.19,0.17,0.04,1.02999999975121
4382,PS2,2006,Adventure,Aqua Plus,0.0,0.0,0.0,1.10999999964009
5468,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.0,1.03999999984059
3322,N64,1999,Racing,Takara,0.0,0.0,0.0,1.0499999998221
5102,PSV,2014,Adventure,Type-Moon,0.0,0.0,0.0,1.10000000021524
138,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.07,1.739999999606
2995,SAT,1998,Strategy,Banpresto,0.0,0.0,0.0,1.55000000010671
3125,PS4,2016,Misc,Sega,0.01,0.0,0.0,1.0199999996979
4801,GBA,2004,Platform,Nintendo,0.0,0.0,0.01,1.22999999952728
3194,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,1.02999999975121
4145,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.78,1.11999999965616
121,DS,2008,Misc,Benesse,0.0,0.0,0.0,1.0100000001483
2895,Wii,2011,Action,Capcom,0.0,0.0,0.0,1.1300000003116
5221,PSP,2011,Role-Playing,Gust,0.0,0.0,0.0,1.0199999996979
2492,DS,2006,Misc,Sega,0.0,0.0,0.0,1.0499999998221
1571,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.61,1.0100000001483
2566,SAT,1997,Sports,Sega,0.0,0.0,0.0,1.49000000006352
3319,PS3,2006,Simulation,Ongakukan,0.0,0.0,0.0,1.0100000001483
2365,PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.03,1.07999999985298
3742,PSP,2013,Adventure,Boost On,0.0,0.0,0.0,1.0100000001483
3766,PS,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,1.17999999943646
3155,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.13,1.0100000001483
411,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.0,1.0199999996979
3654,SAT,1998,Adventure,Sega,0.0,0.0,0.0,1.07999999985298
3827,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.0,1.0199999996979
5661,PS,1997,Fighting,Capcom,0.16,0.11,0.03,1.11999999965616
4551,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.22,1.0100000001483
2437,PSP,2012,Action,Sega,0.0,0.0,0.0,1.20000000024725
3991,DS,2006,Action,Nintendo,0.0,0.0,0.0,1.10000000021524
889,3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.0,1.30999999972089
5045,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.04,1.34999999939204
17,SAT,1994,Sports,Sega,0.0,0.0,0.0,1.05999999986859
2635,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.05,1.63000000029557
5667,PS3,2011,Shooter,Sega,0.09,0.07,0.03,1.4200000005493
2958,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.03999999984059
3335,X360,2009,Action,Sega,0.51,0.26,0.08,1.08999999973725
5202,PSP,2008,Fighting,Square Enix,0.51,0.51,0.32,1.90999999988819
316,SAT,1997,Strategy,Sega,0.0,0.0,0.0,1.14999999956857
4436,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.06999999949302
234,PS2,2006,Simulation,Hamster Corporation,0.0,0.0,0.0,1.0199999996979
153,SAT,1995,Shooter,Sega,0.0,0.0,0.0,1.30999999972089
784,PSV,2014,Fighting,Namco Bandai Games,0.0,0.07,0.02,1.17000000022269
2505,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.0,1.08999999973725
896,3DS,2016,Action,Level 5,0.0,0.0,0.0,2.26999999888018
5456,PSP,2008,Adventure,Idea Factory,0.0,0.0,0.0,1.0199999996979
764,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.02,1.02999999975121
5305,PS2,2006,Misc,D3Publisher,0.0,0.0,0.0,1.18999999985311
2743,X360,2011,Fighting,PQube,0.0,0.03,0.0,1.0199999996979
4240,PS3,2013,Shooter,Activision,4.09,3.73,1.38,1.37999999976662
5152,PSP,2012,Action,Idea Factory,0.0,0.0,0.0,1.0499999998221
5934,GBA,2002,Platform,Nintendo,1.75,0.45,0.09,1.61999999960425
3689,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.0,1.18999999985311
3187,PSP,2007,Racing,Sega,0.1,0.22,0.12,1.0199999996979
5080,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.0,1.03999999984059
52,GB,2000,Platform,Capcom,0.0,0.0,0.0,1.06999999949302
1077,Wii,2011,Misc,Nintendo,0.0,0.0,0.0,1.73000000084824
329,Wii,2009,Adventure,Nintendo,0.0,0.03,0.0,1.02999999975121
1331,DS,2011,Misc,Nintendo,0.0,0.0,0.0,1.28999999951808
2955,N64,2000,Sports,Nintendo,0.78,0.4,0.07,2.06000000040893
1385,PS3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.0,1.14999999956857
4678,DS,2006,Action,Takara Tomy,0.0,0.0,0.0,1.0199999996979
746,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.29,1.32999999968923
3255,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.01,1.11999999965616
5823,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.07,1.1599999998628
4266,PS4,2016,Action,Capcom,0.0,0.0,0.0,1.02999999975121
3446,PS2,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.0,1.0499999998221
1443,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.06999999949302
4648,3DS,2015,Misc,Square Enix,0.0,0.0,0.0,1.14999999956857
1828,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.04,1.0199999996979
1942,Wii,2007,Fighting,Takara Tomy,0.0,0.0,0.0,1.08999999973725
4286,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.42,1.0499999998221
5439,SNES,1996,Fighting,Nintendo,0.0,0.0,0.0,1.17000000022269
3121,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.0,1.03999999984059
3941,DS,2005,Platform,Namco Bandai Games,0.09,0.0,0.01,1.0199999996979
4501,PSP,2009,Adventure,Prototype,0.0,0.0,0.0,1.03999999984059
2097,GBA,2004,Racing,Nintendo,0.11,0.04,0.01,1.10000000021524
3299,DS,2007,Strategy,Namco Bandai Games,0.0,0.0,0.0,1.26000000004613
5826,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.41,1.03999999984059
1552,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.26000000004613
1882,DS,2008,Sports,Nintendo,0.22,0.32,0.07,1.17000000022269
5852,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.0,1.07999999985298
5489,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,1.0100000001483
771,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.08,1.17000000022269
3885,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,1.0100000001483
2734,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.1,1.53999999934467
5109,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.74,1.07999999985298
4234,GBA,2004,Platform,Nintendo,0.0,0.0,0.03,2.39000000013523
4945,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.0,1.0100000001483
1189,GB,1999,Platform,Nintendo,3.4,1.3,0.22,1.14999999956857
1426,GBA,2003,Role-Playing,Capcom,0.31,0.04,0.01,1.95999999952485
330,PS2,2008,Strategy,Namco Bandai Games,0.0,0.0,0.0,1.49999999983775
2751,PSV,2016,Adventure,dramatic create,0.0,0.0,0.0,1.0199999996979
4628,DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.0,1.02999999975121
4615,DS,2010,Role-Playing,Enterbrain,0.0,0.0,0.0,1.0499999998221
1695,DS,2007,Misc,Capcom,0.0,0.0,0.0,1.05999999986859
5448,PS2,2007,Misc,Hackberry,0.0,0.0,0.0,1.02999999975121
3126,N64,1997,Platform,Nintendo,1.29,0.53,0.05,1.98000000058124
471,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.01,1.24000000047499
1830,SAT,1995,Strategy,Tecmo Koei,0.0,0.0,0.0,1.10999999964009
4757,GEN,1993,Adventure,Sega,0.0,0.0,0.0,1.06999999949302
1693,DS,2009,Strategy,Sega,0.0,0.0,0.0,1.05999999986859
1965,GBA,2003,Platform,Nintendo,1.2,0.48,0.07,1.28999999951808
5392,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.0,1.0199999996979
1961,SAT,1995,Role-Playing,Sega,0.0,0.0,0.0,1.10999999964009
2194,PSP,2009,Role-Playing,Gust,0.0,0.0,0.0,1.0199999996979
263,PS3,2010,Shooter,Square Enix,0.09,0.07,0.03,1.10999999964009
2093,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.17,1.1300000003116
5203,PSP,2008,Fighting,Namco Bandai Games,0.0,0.0,0.0,1.26000000004613
3235,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.03,1.17000000022269
1356,X360,2006,Shooter,Ubisoft,0.0,0.0,0.0,1.0100000001483
2004,3DS,2015,Action,Nintendo,0.52,0.33,0.08,1.17000000022269
5611,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.13,1.32000000053027
5072,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.0199999996979
1771,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.1,1.29999999939226
2822,NES,1991,Puzzle,Nintendo,0.7,0.13,0.01,1.90999999988819
3904,PS3,2011,Role-Playing,Nippon Ichi Software,0.05,0.0,0.01,1.17999999943646
5490,DS,2007,Sports,Ubisoft,0.0,0.0,0.0,1.0100000001483
1601,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.0,1.07999999985298
5868,PS2,2007,Adventure,Yeti,0.0,0.0,0.0,1.0100000001483
1171,GC,2001,Racing,Nintendo,0.4,0.1,0.02,1.08999999973725
630,DS,2008,Simulation,Nintendo,0.63,0.84,0.19,1.95999999952485
1080,GBA,2001,Platform,Nintendo,3.21,1.11,0.2,1.95000000082747
3914,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.0,1.03999999984059
5951,PSP,2013,Adventure,Broccoli,0.0,0.0,0.0,1.08999999973725
83,PS3,2008,Adventure,Sega,0.0,0.0,0.0,1.36000000034277
4609,PSP,2010,Adventure,Yeti,0.0,0.0,0.0,1.02999999975121
4442,PS3,2009,Action,Sega,0.21,0.21,0.08,1.61999999960425
4272,PS,1998,Racing,Jaleco,0.0,0.0,0.0,1.0499999998221
3739,PS2,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.0,1.02999999975121
4597,PS2,2005,Misc,Namco Bandai Games,0.0,0.0,0.0,1.0199999996979
878,DS,2010,Misc,Hudson Soft,0.0,0.0,0.0,1.18999999985311
6032,SNES,1990,Racing,Nintendo,1.37,0.51,0.07,1.88999999986477
3860,3DS,2012,Action,Genki,0.0,0.0,0.0,1.0499999998221
30,PS3,2013,Shooter,Capcom,0.07,0.06,0.03,1.05999999986859
1276,SAT,1997,Platform,Sega,0.0,0.0,0.0,1.11999999965616
2892,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.02,1.0100000001483
3411,PSP,2012,Adventure,D3Publisher,0.0,0.0,0.0,1.0199999996979
4298,GB,1999,Role-Playing,Nintendo,9.0,6.18,0.71,8.1999999977843
1498,3DS,2015,Adventure,Namco Bandai Games,0.0,0.0,0.0,1.07999999985298
1963,PSP,2008,Adventure,Namco Bandai Games,0.0,0.0,0.0,1.06999999949302
2831,DS,2007,Platform,Sega,0.54,0.49,0.12,1.0100000001483
3712,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.0,1.02999999975121
2297,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.01,1.17999999943646
4528,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.04,1.26000000004613
2843,PSV,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.05,1.1599999998628
2534,PSP,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.30999999972089
2305,3DS,2015,Adventure,5pb,0.0,0.0,0.0,1.03999999984059
284,Wii,2006,Shooter,Ubisoft,0.55,0.04,0.05,1.03999999984059
4238,PS,1997,Role-Playing,SquareSoft,0.15,0.04,0.09,2.06999999942604
3324,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.0,1.06999999949302
1040,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.02,1.1399999995367
4468,GBA,2001,Puzzle,Namco Bandai Games,0.0,0.0,0.0,1.14999999956857
500,PS3,2010,Action,Namco Bandai Games,0.09,0.16,0.06,1.0100000001483
1946,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.1399999995367
632,NES,1984,Shooter,Nintendo,26.93,0.63,0.47,1.28000000008765
1245,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.0,1.02999999975121
88,PS2,2006,Fighting,Ignition Entertainment,0.0,0.0,0.0,1.0199999996979
2657,DS,2009,Adventure,ChunSoft,0.37,0.0,0.03,1.02999999975121
5026,PS3,2011,Shooter,City Interactive,0.26,0.36,0.14,1.03999999984059
3442,DS,2008,Role-Playing,Takara Tomy,0.0,0.0,0.0,1.06999999949302
5727,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.04,1.0199999996979
3736,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.26,1.02999999975121
5447,3DS,2016,Role-Playing,Deep Silver,0.03,0.0,0.0,1.1399999995367
595,PSV,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.05999999986859
5346,SNES,1995,Misc,Takara,0.0,0.0,0.0,1.0499999998221
4453,X360,2011,Shooter,Cave,0.0,0.0,0.0,1.0199999996979
456,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.0,1.03999999984059
1582,PS2,2005,Strategy,Square Enix,0.0,0.0,0.0,1.21000000047353
5430,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.01,1.07999999985298
4859,PS3,2011,Action,Electronic Arts,0.4,0.27,0.12,1.0499999998221
5125,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.03,1.0100000001483
1358,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.01,1.1599999998628
3219,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.0,1.0499999998221
4279,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.06999999949302
3409,PS,1995,Misc,Sony Computer Entertainment,0.0,0.0,0.01,1.10000000021524
4546,PSV,2014,Adventure,Prototype,0.0,0.0,0.0,1.0100000001483
1986,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.1599999998628
2585,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.27,1.1300000003116
1915,DS,2012,Adventure,Idea Factory,0.0,0.0,0.0,1.0100000001483
379,PSP,2013,Role-Playing,Sega,0.0,0.0,0.0,1.10999999964009
2383,PS,1998,Racing,Tecmo Koei,0.0,0.0,0.01,1.1399999995367
4520,GB,1994,Platform,Nintendo,2.49,0.98,0.15,2.57000000023868
3726,PS2,2002,Fighting,THQ,1.32,1.08,0.39,1.03999999984059
4330,PSV,2016,Action,Screenlife,0.0,0.0,0.0,1.0199999996979
1651,SNES,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.0,1.36000000034277
352,PS2,2009,Strategy,Flight-Plan,0.0,0.0,0.0,1.03999999984059
2717,DC,1998,Racing,Infogrames,0.0,0.0,0.0,1.05999999986859
3275,PS3,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.02999999975121
4710,GB,1992,Misc,Nintendo,0.87,0.17,0.05,2.10000000056831
3333,GBA,2004,Platform,Nintendo,0.0,0.0,0.0,1.08999999973725
4607,PSV,2014,Role-Playing,Ubisoft,0.0,0.07,0.02,1.0199999996979
1518,DC,2007,Shooter,Warashi,0.0,0.0,0.0,1.0199999996979
583,GC,2002,Misc,Infogrames,1.47,0.48,0.06,1.0499999998221
830,NES,1988,Platform,Nintendo,0.59,0.14,0.02,1.8099999994973
1168,N64,1999,Misc,Nintendo,1.28,0.14,0.01,2.08000000059649
2224,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.02,1.02999999975121
737,DC,2000,Racing,Sega,0.0,0.0,0.0,1.1300000003116
373,NES,1988,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,2.24999999951326
1887,NES,1986,Action,Capcom,0.74,0.26,0.03,1.61000000000584
3741,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.17999999943646
2390,PS2,2007,Fighting,Yuke's,0.0,0.0,0.0,1.0199999996979
4689,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.07,0.03,1.21000000047353
3738,PS3,2009,Adventure,Spike,0.0,0.0,0.0,1.0199999996979
5654,DC,1999,Sports,Sega,0.0,0.0,0.0,1.36000000034277
1585,DC,2001,Action,Namco Bandai Games,0.0,0.0,0.0,1.03999999984059
3683,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.01,1.06999999949302
1411,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.14,1.0100000001483
1665,PSP,2009,Adventure,Alchemist,0.0,0.0,0.0,1.0199999996979
3083,PS3,2012,Racing,Codemasters,0.12,0.64,0.25,1.0499999998221
348,SNES,1995,Puzzle,Banpresto,0.0,0.0,0.0,1.26999999940247
5110,PS2,2005,Action,Capcom,0.03,0.03,0.01,1.17999999943646
1027,DS,2011,Role-Playing,Unknown,0.0,0.0,0.0,1.0100000001483
4252,PS2,2007,Role-Playing,Square Enix,0.0,0.0,0.0,1.10999999964009
3412,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.0,1.0100000001483
735,PS3,2010,Fighting,Namco Bandai Games,0.42,0.2,0.09,1.10999999964009
1086,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.0,1.05999999986859
4917,PS2,2007,Strategy,Banpresto,0.0,0.0,0.0,1.03999999984059
3383,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.0,1.1399999995367
1495,X360,2012,Misc,Capcom,0.08,0.03,0.01,1.0199999996979
1012,SNES,1999,Strategy,Nintendo,0.0,0.0,0.0,1.26000000004613
2924,3DS,2013,Strategy,Level 5,0.0,0.0,0.0,1.1300000003116
714,3DS,2015,Action,Nintendo,0.0,0.0,0.0,1.18999999985311
